F_TYPECODE,F_TYPE,F_CODE,F_NAME,F_TIME,F_DATA,F_AREA,STATUS
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,22.082389831543,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,19.2816600799561,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,21.807710647583,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,21.3231792449951,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,19.7571506500244,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,14.9029102325439,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,18.8882808685303,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,20.7926406860352,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,19.028829574585,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,21.5635509490967,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,22.1767807006836,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,21.7505397796631,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,20.6340808868408,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,21.8776302337646,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,19.6179790496826,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,23.201379776001,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,21.8537502288818,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,,阿鲁巴,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,15.8905096054077,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,18.0015392303467,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,18.1431407928467,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,18.0049896240234,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,16.2581405639648,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,17.548059463501,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,17.02246952056885,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,17.315450668335,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,17.2432594299316,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,18.0970993041992,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,16.9629096984863,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,17.1988105773926,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,17.1507606506348,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,17.3067045211792,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,15.3527202606201,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,14.56408977508545,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,13.6582899093628,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,15.0799999237061,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,12.8800001144409,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,12.3599996566772,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,16.6499996185303,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,17.3099994659424,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,17.0675601959229,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,16.0484294891357,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,14.6199998855591,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,14.1028003692627,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,14.4659299850464,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,12.5089998245239,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,13.0909996032715,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,12.0332002639771,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,11.6960601806641,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,11.3437700271606,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,10.2538604736328,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,10.8801097869873,阿富汗,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,16.8203601837158,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,15.3238096237183,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,15.73152494430545,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,14.5252103805542,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,16.4000196456909,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,17.055524826049798,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,16.9791898727417,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,17.9546394348145,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,18.00916957855225,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,18.0316905975342,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,18.1756191253662,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,17.057570457458503,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,14.56353998184205,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,14.3328800201416,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,14.963604927062999,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,12.939879894256599,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,13.121994972229,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,12.8548803329468,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,16.0584392547607,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,16.114194869995153,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,14.1593904495239,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,14.33998489379885,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,14.93462991714475,,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1968,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1969,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1970,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1971,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1972,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1973,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1974,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1975,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1976,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1977,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1978,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1979,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1980,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1981,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1982,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1983,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1984,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1985,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1986,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1987,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1988,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1989,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1990,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1991,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1992,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1993,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1994,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1995,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1996,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1997,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1998,6.11467981338501,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1999,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2000,5.2550802230835,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2001,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2002,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2003,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2004,,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2005,7.99235010147095,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2006,7.45479011535645,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2007,9.27999973297119,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2008,7.40999984741211,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2009,9.42000007629395,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2010,8.68476963043213,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2011,8.9399995803833,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2012,8.37042999267578,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2013,8.82697010040283,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2014,6.16283988952637,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2015,8.91878032684326,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2016,6.55097007751465,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2017,6.76378011703491,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2018,5.41023015975952,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2019,6.04536008834839,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2020,6.46722984313965,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,2021,6.91961002349854,安哥拉,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1960,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1961,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1962,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1963,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1964,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1965,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1966,,阿尔巴尼亚,1
C,年度数据,A030502301,公共教育支出总数（占政府支出的比例）,1967,,阿尔巴尼亚,1
